SID,ALTSID,NOTES,FID,GENUS,SPECIES,GID,ITISTSN,COMMONNAME,OTHERNAMES,FamilyNumber,NATIVE,NONFEED,BENTHIC,SURWCOL,ALGPHYTO,MACVASCU,DETRITUS,INVLVFSH,FSHCRCRB,BLOOD,EGGS,OTHER,MAXTL,MATUAGE,LONGEVITY,FECUNDITY,SERIAL,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,SEASON,REPSTATE,A_1_1,A_1_2,A_1_3A,A_1_3B,A_1_3C,A_1_4,A_1_5,A_1_6,A_2_3A,A_2_3B,A_2_3C,A_2_4A,A_2_4C,B_1_3A,B_1_4,B_2_2,B_2_3A,B_2_3B,B_2_4,B_2_5,B_2_6,B_2_7A,B_2_7B,B_2_7C,C1_3_4_C24,EURYHALINE,MINTEMP,MAXTEMP,LONGCENTROID,LATCENTROID,MUCK,CLAYSILT,SAND,GRAVEL,COBBLE,BOULDER,BEDROCK,VEGETAT,DEBRDETR,LWD,PELAGIC,PREFLOT,PREFLEN,POTANADR,LACUSTRINE,LOWLAND,UPLAND,MONTANE,LARGERIV,SMALLRIV,SPRGSUBT,CREEK,SLOWCURR,MODCURR,FASTCURR,AREAKM2,PERIMETER,PATCHES,LATRANGE,LONRANGE,LISTED,REASON,LIST1,LIST2,LIST3,LIST4,LIST5,EXTINCT
Eokatie,Eokatie,256,Elassoma,Elassoma,okatie,Elassoma,168173,bluebarred pygmy sunfish,.,408,1,0,1,1,0,0,0,1,0,0,0,0,3.0,1.0,1.5,300,0,0.00,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4,32.9,1419053.67710,1174825.22774,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,8724,380,1,109,137,0,0,0,0,0,0,0,O
Eokefeno,Eokefeno,257,Elassoma,Elassoma,okefenokee,Elassoma,168170,Okefenokee pygmy sunfish,.,408,1,0,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,3.4,-555.0,-555.0,25,-555,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.9,33.4,1279745.99003,851366.93110,1,1,0,0,0,0,0,1,0,0,0,1,0,-555,0,1,0,0,0,0,0,1,1,0,0,141672,1913,1,527,612,0,0,0,0,0,0,0,O
Ezonatum,Ezonatum,311,Elassoma,Elassoma,zonatum,Elassoma,168171,banded pygmy sunfish,.,408,1,0,1,1,0,0,0,1,0,0,1,0,4.7,1.0,2.0,970,0,0.00,0.00,0.75,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2,33.1,702187.44671,1071048.46650,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,829953,6410,2,1091,1793,0,0,0,0,0,0,0,O
Elatos,Elatos,229,Goodeida,Empetrichthys,latos,Empetric,165691,Pahrump poolfish,.,261,1,0,1,1,1,0,1,0,0,0,1,0,6.0,1.0,3.0,300,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,12.00,NV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-555.0,-555.0,5555555.555555,5555555.555555,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1200,129,1,43,40,1,4,1,0,0,1,1,O
Emerriam,Emerriam,241,Goodeida,Empetrichthys,merriami,Empetric,165692,Ash Meadows poolfish,Ash Meadows killifish,261,1,0,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,5.0,-555.0,-555.0,-555,-555,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,Zzz,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-1.2,38.3,-1781134.86393,1675137.44784,0,1,1,1,0,0,0,0,0,0,0,1,0,-555,0,1,0,0,0,0,1,0,1,0,0,715,98,1,31,33,1,0,1,0,0,1,1,C
Echaetod,Echaetod,191,Centrarc,Enneacanthus,chaetodon,Enneacan,168108,blackbanded sunfish,.,349,1,0,0,1,0,0,0,1,0,0,0,0,10.0,1.5,3.0,920,0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.3,33.1,1495023.48384,1302988.63512,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,232344,3730,3,1548,688,1,3,1,0,0,0,0,O
Eglorios,Eglorios,216,Centrarc,Enneacanthus,gloriosus,Enneacan,168113,bluespotted sunfish,.,349,1,0,1,1,0,1,0,1,0,0,0,0,9.5,2.0,6.0,635,1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,3.00,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.8,33.1,1436902.08935,1233793.87805,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,477578,5923,1,1957,1184,0,0,0,0,0,0,0,O
Eobesus,Eobesus,252,Centrarc,Enneacanthus,obesus,Enneacan,168117,banded sunfish,.,349,1,0,0,1,0,1,0,1,0,0,0,0,9.5,1.0,6.0,1400,0,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6,32.8,1499793.01603,1387189.14342,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,329861,5655,1,1837,1340,0,0,0,0,0,0,0,O
Eacros,Eacros,171,Cyprinid,Eremichthys,acros,Eremicht,163540,desert dace,.,102,1,0,1,0,1,1,1,1,1,0,0,0,7.7,1.5,3.0,800,1,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,8.00,NV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.6,31.6,-1897282.73171,2233003.68068,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,5939,283,1,101,82,1,2,1,0,0,1,1,O
Emonachu,Cmonacha,112,Cyprinid,Erimonax,monachus,Erimonax,689041,spotfin chub,.,102,1,0,1,0,0,0,0,1,0,0,0,0,11.0,1.5,3.5,1400,1,0.00,0.00,0.00,0.00,0.75,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.75,NC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,31.1,1070923.46845,1482423.60764,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,48943,1588,4,353,576,1,2,1,0,0,0,0,O
Ecahni,Hcahni,372,Cyprinid,Erimystax,cahni,Erimysta,163820,slender chub,.,102,1,0,1,0,0,0,0,0,1,0,0,0,8.1,1.0,2.5,-999,0,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,VA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-555.0,-555.0,5555555.555555,5555555.555555,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,9004,413,1,113,165,1,1,1,0,0,0,1,O
Edissimi,Edissimi,203,Cyprinid,Erimystax,dissimilis,Erimysta,163821,streamline chub,.,102,1,0,1,0,1,0,1,1,0,0,0,0,14.0,1.0,2.5,1200,1,0.00,0.00,0.00,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,TN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1,31.5,893730.15822,1685529.70567,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,292047,5102,6,986,1326,0,0,0,0,0,0,0,O
Eharryi,Eharryi,219,Cyprinid,Erimystax,harryi,Erimysta,163822,Ozark chub,.,102,1,0,1,0,1,0,1,1,0,0,0,0,11.3,1.0,2.5,1200,1,0.00,0.00,0.00,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,AR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.3,32.2,351956.48790,1511083.72796,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,-555,-555,-555,1,1,0,0,0,0,1,55881,1171,1,271,350,1,3,1,0,0,0,0,O
Einsigni,Einsigni,223,Cyprinid,Erimystax,insignis,Erimysta,163823,blotched chub,.,102,1,0,1,0,1,0,1,1,0,0,0,0,9.2,1.0,2.5,900,0,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,TN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.9,28.8,982404.54873,1480502.15190,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,115499,2205,1,378,624,0,0,0,0,0,0,0,O
Ex-punct,Ex-punct,309,Cyprinid,Erimystax,x-punctatus,Erimysta,163824,gravel chub,.,102,1,0,1,0,1,1,1,1,0,0,0,0,11.0,1.0,2.5,1200,0,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,MO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1,31.0,580905.38411,1834764.91003,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,432654,6398,5,1192,1574,0,0,0,0,0,0,0,O
Eoblongu,Eoblongu,254,Catostom,Erimyzon,oblongus,Erimyzon,163924,creek chubsucker,.,105,1,0,1,1,1,0,1,1,0,0,0,0,36.0,2.0,5.5,83013,0,0.00,0.00,1.00,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.25,NC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,30.7,941912.34150,1525521.98710,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1487679,10772,3,1967,2152,0,0,0,0,0,0,0,O
Esucetta,Esucetta,291,Catostom,Erimyzon,sucetta,Erimyzon,163922,lake chubsucker,.,105,1,0,1,0,1,1,1,1,0,0,0,0,41.0,3.0,12.0,18478,0,0.00,0.00,0.75,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,NC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4,32.0,839889.08362,1304615.91962,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1172570,13549,10,1952,2180,0,0,0,0,0,0,0,O
Etenuis,Etenius,295,Catostom,Erimyzon,tenuis,Erimyzon,163926,sharpfin chubsucker,.,105,1,0,1,0,1,0,1,1,0,0,0,0,40.0,3.0,8.0,10000,0,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,FL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-555.0,-555.0,5555555.555555,5555555.555555,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,125072,2139,-555,-555,-555,0,0,0,0,0,0,0,O
Eamerica,Eamerica,174,Esocidae,Esox,americanus,Esox,162140,redfin pickerel,grass pickerel,176,1,0,0,1,0,0,0,1,1,0,0,0,37.6,2.5,7.0,4584,1,0.00,0.50,0.50,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,NC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,31.0,904062.97419,1605808.00883,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,2222170,15943,3,2392,2566,0,0,0,0,0,0,0,O
Elucius,Elucius,233,Esocidae,Esox,lucius,Esox,162139,northern pike,.,176,1,0,0,1,0,0,0,1,1,0,0,0,150.0,2.0,30.0,600000,0,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,WI,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-354877.77669,3846250.02992,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,10856945,23850,1,4911,6156,0,0,0,0,0,0,0,O
Emasquin,Emasquin,238,Esocidae,Esox,masquinongy,Esox,162144,muskellunge,.,176,1,0,0,1,0,0,0,1,1,0,0,0,183.0,4.0,30.0,225000,0,0.00,0.00,0.00,0.50,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,NC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.4,27.1,1075787.27704,2355371.51266,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1350039,11961,5,1771,2242,0,0,0,0,0,0,0,O
Eniger,Eniger,248,Esocidae,Esox,niger,Esox,162143,chain pickerel,.,176,1,0,0,1,0,0,0,1,1,0,0,0,99.0,2.0,9.0,8000,1,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,NC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3,29.8,1261254.97808,1518612.40186,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1419731,11162,1,2655,2272,0,0,0,0,0,0,0,O
Ereicher,Ereicher,790,Esocidae,Esox,reicherti,Esox,162145,Amur pike,.,176,0,0,0,0,0,0,0,0,1,0,0,0,115.0,3.0,-555.0,-555,-555,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,Russia,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-1,-1,-1,-1,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Z
Enivea,Cnivea,117,Cyprinid,Cyprinella,nivea,Cyprinel,163797,whitefin shiner,.,102,1,0,1,1,1,1,0,1,0,0,0,0,8.5,2.0,4.0,545,1,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,SC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,32.3,1399270.95146,1426127.58588,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,140250,1489,1,481,502,0,0,0,0,0,0,0,O
.,Erufesce,274,Percidae,Etheostoma,.,Etheosto,.,Red snubnose (firebelly) darter,.,350,1,0,1,0,0,0,0,1,0,0,0,0,7.6,1.0,2.0,240,1,0.00,0.00,0.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-555,-555.0,-555.0,5555555.555555,5555555.555555,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,-555,-555,-555,1,1,0,0,0,1,1,-555,-555,-555,-555,-555,0,0,0,0,0,0,0,O
Eacutice,Eacutice,172,Percidae,Etheostoma,acuticeps,Etheosto,168370,sharphead darter,.,350,1,0,1,0,0,0,0,1,0,0,0,0,8.4,1.0,3.0,484,0,0.00,0.00,0.00,0.00,0.00,0.75,1.00,0.75,0.00,0.00,0.00,0.00,2.50,NC,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.3,22.5,1233677.49003,1541880.73567,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,13732,492,1,167,152,1,3,1,0,0,0,1,O
Eaquali,Eaquali,175,Percidae,Etheostoma,aquali,Etheosto,168371,coppercheek darter,.,350,1,0,1,0,0,0,0,1,0,0,0,0,8.0,2.0,4.0,400,1,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-3.7,32.0,783312.34436,1442677.03332,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,10545,428,1,91,162,1,3,1,0,0,0,1,O
Easprige,Easprige,176,Percidae,Etheostoma,asprigene,Etheosto,168372,mud darter,.,350,1,0,1,0,0,0,0,1,0,0,1,0,7.1,1.0,3.0,346,0,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-6.7,31.8,458368.48424,1608239.50813,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,477561,5545,2,1610,751,0,0,0,0,0,0,0,O
Ebaileyi,Ebaileyi,177,Percidae,Etheostoma,baileyi,Etheosto,168452,emerald darter,.,350,1,0,0,0,0,0,0,1,0,0,0,0,6.1,1.0,-555.0,240,-555,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,TN,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-5.4,29.8,1059353.66753,1612311.89296,0,0,0,1,1,0,0,0,0,0,0,1,0,-555,0,0,1,0,1,1,0,0,1,1,1,22298,707,1,218,182,0,0,0,0,0,0,0,O
Ebarbour,Ebarbour,178,Percidae,Etheostoma,barbouri,Etheosto,168373,teardrop darter,.,350,1,0,0,0,0,0,0,1,0,0,0,0,7.2,1.0,-555.0,48,-555,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,TN,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-3.9,31.4,877102.56451,1601443.41308,0,0,1,1,1,0,0,0,0,0,0,1,0,-555,0,0,1,0,0,1,0,1,1,0,0,25605,659,1,182,234,0,0,0,0,0,0,0,O
Ebarrene,Ebarrene,179,Percidae,Etheostoma,barrenense,Etheosto,168453,splendid darter,.,350,1,0,0,0,0,0,0,1,0,0,0,0,6.3,2.0,-555.0,800,-555,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,TN,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-3.4,31.3,866929.88036,1569950.68146,0,0,0,1,1,1,0,0,0,0,0,1,0,-555,0,0,1,0,0,1,0,1,0,1,1,10194,381,1,102,136,0,0,0,0,0,0,0,O
Ebellato,Ebellato,180,Percidae,Etheostoma,bellator,Etheosto,553377,Warrior darter,.,350,1,0,0,0,0,0,0,1,0,0,0,0,5.8,1.0,-555.0,-555,-555,0.00,0.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,AL,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-0.7,32.9,826252.60605,1214755.41743,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,19135,564,1,192,158,1,4,1,0,0,0,1,O
Ebellum,Ebellum,181,Percidae,Etheostoma,bellum,Etheosto,168374,orangefin darter,.,350,1,0,0,0,0,0,0,1,0,0,0,0,8.6,1.0,-555.0,41,-555,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,KY,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-4.1,31.6,874548.69144,1604450.82308,0,0,0,1,1,0,0,0,0,0,0,1,0,-555,0,0,1,0,1,1,0,0,0,0,1,18636,535,1,142,198,0,0,0,0,0,0,0,O
Eblennio,Eblennio,183,Percidae,Etheostoma,blennioides,Etheosto,168375,greenside darter,.,350,1,0,1,0,0,0,0,1,0,0,0,0,17.0,1.5,5.0,2000,1,0.00,0.00,0.75,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,NC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.9,31.4,914369.44052,1764988.80082,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,818767,7040,4,1273,1732,0,0,0,0,0,0,0,O
Eblenniu,Eblenniu,184,Percidae,Etheostoma,blennius,Etheosto,168376,blenny darter,.,350,1,0,1,0,0,0,0,1,0,0,0,0,8.3,1.0,3.0,120,0,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,TN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7,31.3,789620.10453,1413577.21984,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,36065,867,1,207,300,1,4,0,0,0,0,0,O
Eboschun,Eboschun,186,Percidae,Etheostoma,boschungi,Etheosto,168377,slackwater darter,.,350,1,0,1,0,0,0,0,1,0,0,0,0,7.8,2.0,3.0,300,0,0.00,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.0,31.7,816336.89075,1363087.41799,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,10912,539,2,135,158,1,1,1,0,0,0,1,O
Ebreviro,Ebreviro,187,Percidae,Etheostoma,brevirostrum,Etheosto,201990,holiday darter,Ellijay darter,350,1,0,0,0,0,0,0,1,0,0,0,0,5.3,1.0,-555.0,-555,-555,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,AL,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-1.0,32.3,971917.33392,1330154.83591,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,7143,390,1,134,122,0,0,0,0,0,0,0,O
Ecaerule,Ecaerule,189,Percidae,Etheostoma,caeruleum,Etheosto,168378,rainbow darter,.,350,1,0,1,0,0,0,0,1,0,0,1,0,7.7,1.0,4.0,1462,1,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,WI,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.8,29.8,837056.54522,1922374.83466,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,975332,10504,8,1796,1510,0,0,0,0,0,0,0,O
Ecamurum,Ecamurum,190,Percidae,Etheostoma,camurum,Etheosto,168379,bluebreast darter,.,350,1,0,1,0,0,0,0,1,0,0,0,0,8.4,1.0,3.0,400,0,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,TN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.3,30.7,1034995.28028,1775044.02429,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,187014,4504,7,901,793,0,0,0,0,0,0,0,O
Echlorob,Echlorob,192,Percidae,Etheostoma,chlorobranchium,Etheosto,168380,greenfin darter,.,350,1,0,1,0,0,0,0,1,0,0,0,0,10.0,1.0,4.0,400,0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,NC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.2,27.5,1164879.39880,1481688.23213,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,41391,819,1,226,298,0,0,0,0,0,0,0,O
Echloros,Echloros,193,Percidae,Etheostoma,chlorosoma,Etheosto,168365,bluntnose darter,.,350,1,0,1,0,0,0,0,1,0,0,0,0,6.0,1.0,3.0,500,0,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,33.7,400539.88549,1269314.15728,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,932383,6519,2,1791,1188,0,0,0,0,0,0,0,O
Ecinereu,Ecinereu,194,Percidae,Etheostoma,cinereum,Etheosto,168381,ashy darter,.,350,1,0,1,0,0,0,0,1,0,0,0,0,12.0,1.0,3.5,250,0,0.00,0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.9,31.0,938131.09337,1502903.60024,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,79048,1474,1,333,512,0,0,0,0,0,0,0,O
Ecollett,Ecollett,195,Percidae,Etheostoma,collettei,Etheosto,168382,creole darter,.,350,1,0,0,0,0,0,0,1,0,0,0,0,6.4,-555.0,3.0,-555,-555,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,OK,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,1.4,34.2,316709.19277,1081500.32624,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,98100,1447,1,561,316,0,0,0,0,0,0,0,O
