SID,ALTSID,NOTES,FID,GENUS,SPECIES,GID,ITISTSN,COMMONNAME,OTHERNAMES,FamilyNumber,NATIVE,NONFEED,BENTHIC,SURWCOL,ALGPHYTO,MACVASCU,DETRITUS,INVLVFSH,FSHCRCRB,BLOOD,EGGS,OTHER,MAXTL,MATUAGE,LONGEVITY,FECUNDITY,SERIAL,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,SEASON,REPSTATE,A_1_1,A_1_2,A_1_3A,A_1_3B,A_1_3C,A_1_4,A_1_5,A_1_6,A_2_3A,A_2_3B,A_2_3C,A_2_4A,A_2_4C,B_1_3A,B_1_4,B_2_2,B_2_3A,B_2_3B,B_2_4,B_2_5,B_2_6,B_2_7A,B_2_7B,B_2_7C,C1_3_4_C24,EURYHALINE,MINTEMP,MAXTEMP,LONGCENTROID,LATCENTROID,MUCK,CLAYSILT,SAND,GRAVEL,COBBLE,BOULDER,BEDROCK,VEGETAT,DEBRDETR,LWD,PELAGIC,PREFLOT,PREFLEN,POTANADR,LACUSTRINE,LOWLAND,UPLAND,MONTANE,LARGERIV,SMALLRIV,SPRGSUBT,CREEK,SLOWCURR,MODCURR,FASTCURR,AREAKM2,PERIMETER,PATCHES,LATRANGE,LONRANGE,LISTED,REASON,LIST1,LIST2,LIST3,LIST4,LIST5,EXTINCT
Preticul,Preticul,699,Poecilii,Poecilia,reticulata,Poecilia,165903,guppy,.,266,0,0,0,0,0,0,0,1,0,0,0,0,3.5,-555.0,-555.0,100,-555,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,Zzz,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,-555,-555,-555,-555,-555,0,1,0,0,0,1,0,-555,-555,-555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,O
Pgracili,Pogracil,685,Poecilii,Poeciliopsis,gracilis,Poecilio,165917,porthole livebearer,.,266,0,0,1,1,1,0,1,1,0,0,0,0,5.1,0.3,1.0,40,1,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,8.00,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,O
Pocciden,Pocciden,684,Poecilii,Poeciliopsis,occidentalis,Poecilio,165918,Gila topminnow,.,266,1,0,1,1,1,0,1,1,0,0,0,0,6.0,0.3,1.0,200,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,12.00,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.7,32.9,-1383656.21284,1057694.03833,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,264313,2258,1,752,600,0,0,0,0,0,0,0,O
Pciscoid,Pciscoid,644,Cyprinid,Pogonichthys,ciscoides,Pogonich,163602,Clear Lake splittail,.,102,1,0,1,1,0,0,1,1,0,0,0,0,36.0,-555.0,-555.0,-555,-555,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,CA,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,2.6,30.4,-2278707.27508,2145318.79032,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2507,182,1,62,54,1,0,1,0,0,1,1,C
Pmacrole,Pomacrol,687,Cyprinid,Pogonichthys,macrolepidotus,Pogonich,163603,splittail,.,102,1,0,1,0,0,0,1,1,0,0,1,0,44.0,2.0,6.0,100000,1,0.00,0.50,1.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,4.00,CA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,34.1,-2165819.19426,1927804.91686,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,74037,1863,1,766,300,1,3,1,1,0,1,0,O
Pspathul,Pspathul,706,Polyodon,Polyodon,spathula,Polyodon,161088,paddlefish,.,61,1,0,0,1,1,0,0,1,0,0,0,0,221.0,8.0,25.0,1000000,0,0.00,0.00,0.00,0.75,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,NC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.9,31.6,392564.89328,1707558.43978,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1914736,10180,1,2307,2545,1,3,1,1,0,0,0,O
Pannular,Pannular,633,Centrarc,Pomoxis,annularis,Pomoxis,168166,white crappie,.,349,1,0,1,1,0,0,0,1,1,0,0,0,53.0,1.5,10.0,326000,0,0.00,0.00,0.00,1.00,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,2.25,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-6.7,31.8,364622.87237,1651563.86682,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,2985169,9634,1,2373,2089,0,0,0,0,0,0,0,O
Pnigroma,Pnigroma,681,Centrarc,Pomoxis,nigromaculatus,Pomoxis,168167,black crappie,.,349,1,0,1,1,0,0,0,1,1,0,0,0,49.0,2.5,8.0,188000,0,0.00,0.00,0.00,1.00,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,2.25,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-5.5,31.8,727052.46945,1758087.09129,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,3196197,15968,1,2578,2255,0,0,0,0,0,0,0,O
Peuryzon,Peuryzon,657,Cyprinid,Pteronotropis,euryzonus,Pteronot,201939,broadstripe shiner,.,102,1,0,1,1,0,0,1,1,0,0,0,0,7.5,0.5,2.0,800,1,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,"TN,GA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,32.9,1038993.60044,1041042.43787,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,17224,582,1,215,123,1,3,1,0,0,0,0,O
Phubbsi,Phubbsi,664,Cyprinid,Pteronotropis,hubbsi,Pteronot,201940,bluehead shiner,.,102,1,0,0,1,1,0,0,1,0,0,0,0,6.0,1.0,2.0,781,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,AR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,34.0,292294.64911,1136162.13457,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,62385,1385,1,829,506,1,3,1,0,0,0,0,O
Phypselo,Phypselo,665,Cyprinid,Pteronotropis,hypselopterus,Pteronot,201941,sailfin shiner,.,102,1,0,0,1,1,0,0,1,0,0,0,0,6.5,1.0,2.0,800,1,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,"FL,AL",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,33.4,1225840.45910,930612.93072,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,249041,2927,1,806,820,0,0,0,0,0,0,0,O
Psignipi,Psignipi,704,Cyprinid,Pteronotropis,signipinnis,Pteronot,201942,flagfin shiner,.,102,1,0,1,1,1,0,0,1,0,0,0,0,7.0,1.0,2.0,500,1,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,4.50,MS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,33.0,811643.55990,900801.47196,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,72575,1596,1,279,544,0,0,0,0,0,0,0,O
Pwelaka,Pwelaka,718,Cyprinid,Pteronotropis,welaka,Pteronot,201943,bluenose shiner,.,102,1,0,0,0,1,0,0,0,0,0,0,0,5.0,1.0,2.0,-555,-555,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,4.00,MS,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-555.0,-555.0,5555555.555555,5555555.555555,1,1,1,0,0,0,0,1,0,0,0,1,0,-555,0,1,0,0,1,1,0,0,1,0,0,98286,2580,4,624,890,1,3,1,0,0,0,0,O
Pdisjunc,Pdisjunc,652,Loricari,Pterygoplichthys,disjunctivus,Pterygop,680351,vermiculated sailfin catfish,.,134,0,0,1,0,1,0,1,1,0,0,0,0,39.9,4.5,10.0,2000,0,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,6.00,Zzz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-555,-555,-555,1,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,O
Pmultira,Pmultira,677,Loricari,Pterygoplichthys,multiradiatus,Pterygop,164375,Orinoco sailfin catfish,sailfin catfish,134,0,0,1,0,1,0,1,1,0,0,0,0,50.0,1.0,10.0,2000,0,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,6.00,Zzz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-555,-555,-555,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,O
Panisits,Panisits,788,Loricari,Pterygoplichthys,anisitsi,Pterygop,680350,southern sailfin catfish,snow pleco,134,0,0,1,0,1,0,1,1,0,0,0,0,41.0,-555.0,-555.0,-555,-555,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,Zzz,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-1,-1,-1,-1,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,1,-555,-555,-555,-555,-555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Z
Ppardali,Ppardali,806,Loricari,Pterygoplichthys,pardalis,Pterygop,680353,Amazon sailfin catfish,.,134,0,0,0,0,1,0,1,0,0,0,0,0,42.0,-555.0,-555.0,-555,-555,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,Zzz,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-1,-1,-1,-1,1,1,-555,-555,-555,-555,-555,1,-555,-555,-555,-555,-555,-555,-555,1,-555,-555,-555,-555,-555,-555,-555,-555,-555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Z
Pgrandis,Pgrandis,662,Cyprinid,Ptychocheilus,grandis,Ptychoch,163524,Sacramento pikeminnow,.,102,1,0,1,1,0,0,0,1,1,0,0,0,140.0,3.5,16.0,40000,0,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,CA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,33.3,-2174121.98997,1979481.89736,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,148354,2102,1,735,380,0,0,0,0,0,0,0,O
Plucius,Plucius,671,Cyprinid,Ptychocheilus,lucius,Ptychoch,163525,Colorado pikeminnow,Colorado squawfish,102,1,0,0,1,0,0,0,1,1,0,0,0,180.0,6.0,30.0,100000,0,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.50,0.00,0.00,0.00,0.00,2.00,CA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6,33.2,-1342655.99259,1532934.97636,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,438350,3633,1,1130,963,1,1,1,0,1,1,0,O
Poregone,Poregone,690,Cyprinid,Ptychocheilus,oregonensis,Ptychoch,163523,northern pikeminnow,.,102,1,0,1,1,0,0,0,1,1,0,0,0,63.0,4.5,19.0,83000,0,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.50,0.00,0.00,0.00,0.00,2.00,WA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1,31.9,-1744964.43811,3037686.80829,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,980560,5377,1,1830,945,0,0,0,0,0,0,0,O
Pumpquae,Pumpquae,714,Cyprinid,Ptychocheilus,umpquae,Ptychoch,163526,Umpqua pikeminnow,Umpqua squawfish,102,1,0,0,0,0,0,0,0,1,0,0,0,44.0,3.5,17.5,-555,-555,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,Zzz,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,1.3,23.3,-2211065.25551,2559993.44930,1,1,1,1,0,0,0,0,0,0,0,1,0,-555,0,1,1,0,1,1,0,0,1,0,0,11073,410,1,147,113,0,0,0,0,0,0,0,O
Ppungiti,Ppungiti,698,Gasteros,Pungitius,pungitius,Pungitiu,166387,ninespine stickleback,.,291,1,0,1,1,0,0,0,1,1,0,0,0,9.0,1.5,5.0,350,0,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-999,-999,-8131.09351,4334506.19333,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,9946563,60248,28,4808,6817,0,0,0,0,0,0,0,O
Pnattere,Pnattere,784,Characid,Pygocentrus,nattereri,Pygocent,641816,red piranha,.,119,0,0,1,1,1,1,0,1,1,0,0,0,33.0,1.0,9.0,30000,-555,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,9.00,Bolivia,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-1,-1,-1,-1,-555,-555,-555,-555,-555,-555,-555,1,-555,-555,-555,-555,-555,-555,-555,1,-555,-555,1,1,0,1,1,-555,-555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Z
Polivari,Polivari,686,Ictaluri,Pylodictis,olivaris,Pylodict,164029,flathead catfish,.,143,1,0,1,1,0,0,0,1,1,0,0,0,155.0,4.5,23.0,100000,0,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,1.50,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-4.6,33.2,303833.97518,1480610.56058,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1962136,16069,3,2322,2399,0,0,0,0,0,0,0,O
Rsolitar,Rsolitar,730,Cyprinid,Relictus,solitarius,Relictus,163605,relict dace,.,102,1,0,1,1,1,0,0,1,0,0,0,0,13.0,1.0,5.0,1000,1,0.00,0.00,0.00,0.00,0.00,0.25,1.00,1.00,0.50,0.00,0.00,0.00,2.75,NV,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,0,-10.5,31.9,-1564344.12979,2048535.80322,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,5336,274,1,98,76,1,3,1,0,0,1,1,O
Ratratul,Ratratul,720,Cyprinid,Rhinichthys,atratulus,Rhinicht,163382,eastern blacknose dace,blacknose dace,102,1,0,1,1,1,0,1,1,1,0,1,0,10.0,1.5,3.5,2674,0,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,NC,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.2,28.6,899951.20982,2329122.88915,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,2539835,16069,1,2356,2974,0,0,0,0,0,0,0,O
Rcatarac,Rcatarac,722,Cyprinid,Rhinichthys,cataractae,Rhinicht,163384,longnose dace,.,102,1,0,1,0,1,0,0,1,0,0,1,0,22.5,2.5,5.0,10000,0,0.00,0.00,0.00,0.75,1.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,2.00,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-318230.17468,2938286.11030,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,7646701,22807,5,5128,4540,1,4,0,0,0,0,0,O
Rcobitis,Tcobitis,758,Cyprinid,Rhinichthys,cobitis,Rhinicht,163388,loach minnow,.,102,1,0,1,0,0,0,0,1,0,0,0,0,6.0,1.0,2.5,1200,0,0.00,0.00,0.50,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,3.00,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.8,34.2,-1333852.46635,1205769.13191,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,90998,1476,1,471,417,1,2,1,0,0,1,0,O
Rdeaconi,Rdeaconi,723,Cyprinid,Rhinichthys,deaconi,Rhinicht,163390,Las Vegas dace,.,102,1,0,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555.0,-555.0,-555,-555,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,Zzz,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,0.4,40.3,-1682369.32976,1631892.07991,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,1,0,0,0,0,0,1,-555,-555,-555,6813,306,1,108,85,1,0,1,0,0,0,1,C
Reverman,Reverman,725,Cyprinid,Rhinichthys,evermanni,Rhinicht,163385,Umpqua dace,.,102,1,0,0,0,0,0,0,1,0,0,0,0,11.0,-555.0,-555.0,-555,-555,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,Zzz,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-0.1,28.0,-2187464.52501,2543596.91783,0,0,0,1,1,0,0,0,0,0,0,1,0,-555,0,1,1,0,0,1,0,1,0,0,1,17605,570,1,201,172,1,3,1,0,0,0,1,O
Rfalcatu,Rfalcatu,726,Cyprinid,Rhinichthys,falcatus,Rhinicht,163386,leopard dace,.,102,1,0,1,1,1,0,0,1,0,0,0,0,12.0,2.5,6.5,2500,0,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,WA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.1,23.9,-1827904.70963,2979388.02443,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,508511,4266,1,1500,797,0,0,0,0,0,0,0,O
Rosculus,Rosculus,728,Cyprinid,Rhinichthys,osculus,Rhinicht,163387,speckled dace,.,102,1,0,1,1,1,0,1,1,0,0,0,0,11.0,1.5,3.5,1200,1,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-8.4,25.5,-1645518.11942,2068994.20678,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1906209,6342,1,2169,1600,1,4,0,0,0,0,0,O
Rumatill,Rumatill,731,Cyprinid,Rhinichthys,umatilla,Rhinicht,201910,Umatilla dace,.,102,1,0,1,0,1,0,0,0,0,0,0,0,12.0,-555.0,8.0,10,-555,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,WA,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-1.9,32.6,-1640569.29290,2818639.31686,0,0,0,1,1,0,0,0,0,0,0,1,0,-555,0,1,0,0,1,0,0,0,0,1,1,233329,2734,1,927,687,1,3,1,0,0,0,0,O
Rsericeu,Rsericeu,729,Cyprinid,Rhodeus,sericeus,Rhodeus,163607,bitterling,.,102,0,0,0,0,0,0,0,1,0,0,0,0,11.0,-555.0,-555.0,-555,-555,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,Zzz,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-1,-1,-1,-1,1,0,1,0,0,0,0,0,0,0,-555,-555,-555,-555,1,1,0,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,O
Rbalteat,Rbalteat,721,Cyprinid,Richardsonius,balteatus,Richards,163528,redside shiner,.,102,1,0,1,1,1,0,0,1,1,0,1,0,18.0,2.5,5.5,3602,0,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,WA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.2,30.0,-1652363.11377,2877520.95656,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1579154,7582,1,2452,1445,0,0,0,0,0,0,0,O
Regregiu,Regregiu,724,Cyprinid,Richardsonius,egregius,Richards,163529,Lahontan redside,.,102,1,0,1,1,1,0,0,1,0,0,1,0,17.0,2.0,5.0,1125,0,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,0.00,0.00,0.00,0.00,3.50,CA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.8,35.8,-1846958.52200,2070934.01195,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,151045,1672,1,393,659,0,0,0,0,0,0,0,O
Rmarmora,Rmarmora,727,Aplochei,Rivulus,marmoratus,Rivulus,165698,mangrove rivulus,rivulus,257,1,0,0,1,0,0,0,1,0,0,0,0,5.0,0.3,5.0,100,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,12.00,FL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.8,32.9,1522337.07093,406173.81275,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,5247,780,4,381,177,0,0,0,0,0,0,0,O
Scanaden,Scanaden,735,Percidae,Sander,canadensis,Sander,650171,sauger,.,350,1,0,0,1,0,0,0,1,1,0,0,0,70.5,3.0,10.0,100000,0,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,NC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.7,27.4,295623.93809,2500189.53682,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,4504013,10370,1,2618,3407,0,0,0,0,0,0,0,O
Svitreus,Svitreum,756,Percidae,Sander,vitreus,Sander,650173,walleye,.,350,1,0,0,1,0,0,0,1,1,0,0,0,89.5,3.0,14.0,600000,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,NC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,53097.20888,3001902.12506,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,7494387,13929,1,4234,3590,1,4,0,0,0,0,0,O
Sluciope,Sluciope,807,Percidae,Sander,lucioperca,Sander,650172,zander,pike-perch,350,0,0,0,0,0,0,0,1,1,0,0,0,100.0,3.0,16.0,-555,-555,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,Germany,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,1,-1,-1,-1,-1,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,1,1,1,-555,-555,-555,-555,-555,-555,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Z
Smelanot,Smelanot,746,Cichlida,Sarotherodon,melanotheron,Sarother,553311,blackchin tilapia,.,409,0,0,0,0,1,0,1,0,0,0,0,0,28.0,-555.0,-555.0,400,1,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,9.00,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,1,1,0,0,0,0,1,1,0,0,-555,-555,0,0,1,0,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,O
